Old Link,Move to...,New Link,Update Nav,Update internal links,Update old reroutes,Add new reroute
/documentation/articles/legacy-option-flags,Developer Articles,/documentation/developer-articles/legacy-option-flags,TRUE,FALSE,FALSE,FALSE
/documentation/articles/live-editing-with-svelte,Developer Articles,/documentation/developer-articles/live-editing-with-svelte,TRUE,FALSE,FALSE,FALSE
/documentation/articles/live-editing-with-vue,Developer Articles,/documentation/developer-articles/live-editing-with-vue,TRUE,FALSE,FALSE,FALSE
/documentation/articles/lock-builds-for-your-site,Developer Articles,/documentation/developer-articles/lock-builds-for-your-site,TRUE,FALSE,FALSE,FALSE
/documentation/articles/managing-your-connected-dams,Developer Articles,/documentation/developer-articles/managing-your-connected-dams,TRUE,FALSE,FALSE,FALSE
/documentation/articles/manually-configure-urls,Developer Articles,/documentation/developer-articles/manually-configure-urls,TRUE,FALSE,FALSE,FALSE
/documentation/articles/merging-and-pull-requests,Developer Articles,/documentation/developer-articles/merging-and-pull-requests,TRUE,FALSE,FALSE,FALSE
/documentation/articles/migrating-to-global-configuration-files,Developer Articles,/documentation/developer-articles/migrating-to-global-configuration-files,,FALSE,FALSE,FALSE
/documentation/articles/migrating-to-input-configuration,Developer Articles,/documentation/developer-articles/migrating-to-input-configuration,,FALSE,FALSE,FALSE
/documentation/articles/migrating-to-preview-options,Developer Articles,/documentation/developer-articles/migrating-to-preview-options,,FALSE,FALSE,FALSE
/documentation/articles/mount-a-site,Developer Articles,/documentation/developer-articles/mount-a-site,TRUE,FALSE,FALSE,FALSE
/documentation/articles/netlify-hosting-with-cloudcannon-editing,Developer Articles,/documentation/developer-articles/netlify-hosting-with-cloudcannon-editing,TRUE,FALSE,FALSE,FALSE
/documentation/articles/optimize-your-site,Developer Articles,/documentation/developer-articles/optimize-your-site,TRUE,FALSE,FALSE,FALSE
/documentation/articles/output-a-built-site-from-cloudcannon-to-an-external-provider,Developer Articles,/documentation/developer-articles/output-a-built-site-from-cloudcannon-to-an-external-provider,TRUE,FALSE,FALSE,FALSE
/documentation/articles/patching-yaml-number-parsing-for-jekyll,Developer Articles,/documentation/developer-articles/patching-yaml-number-parsing-for-jekyll,,FALSE,FALSE,FALSE
/documentation/articles/pin-your-dependency-version,Developer Articles,/documentation/developer-articles/pin-your-dependency-version,TRUE,FALSE,FALSE,FALSE
/documentation/articles/populate-a-select-input,Developer Articles,/documentation/developer-articles/populate-a-select-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/populate-an-array-input,Developer Articles,/documentation/developer-articles/populate-an-array-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/preventing-the-global-cloudcannon-live-editing-object,Developer Articles,/documentation/developer-articles/preventing-the-global-cloudcannon-live-editing-object,TRUE,FALSE,FALSE,FALSE
/documentation/articles/reducing-spam-by-adding-google-recaptcha,Developer Articles,/documentation/developer-articles/reducing-spam-by-adding-google-recaptcha,TRUE,FALSE,FALSE,FALSE
/documentation/articles/reducing-spam-by-adding-hcaptcha,Developer Articles,/documentation/developer-articles/reducing-spam-by-adding-hcaptcha,TRUE,FALSE,FALSE,FALSE
/documentation/articles/reducing-spam-by-adding-turnstile,Developer Articles,/documentation/developer-articles/reducing-spam-by-adding-turnstile,TRUE,FALSE,FALSE,FALSE
/documentation/articles/remove-a-custom-domain-from-your-site,Developer Articles,/documentation/developer-articles/remove-a-custom-domain-from-your-site,TRUE,FALSE,FALSE,FALSE
/documentation/articles/remove-a-mounted-site,Developer Articles,/documentation/developer-articles/remove-a-mounted-site,TRUE,FALSE,FALSE,FALSE
/documentation/articles/remove-a-team-member-from-site-sharing,Developer Articles,/documentation/developer-articles/remove-a-team-member-from-site-sharing,TRUE,FALSE,FALSE,FALSE
/documentation/articles/remove-sso-saml-authentication,Developer Articles,/documentation/developer-articles/remove-sso-saml-authentication,TRUE,FALSE,FALSE,FALSE
/documentation/articles/resolve-syncing-errors,Developer Articles,/documentation/developer-articles/resolve-syncing-errors,TRUE,FALSE,FALSE,FALSE
/documentation/articles/saving-files-from-your-build-back-to-your-source,Developer Articles,/documentation/developer-articles/saving-files-from-your-build-back-to-your-source,TRUE,FALSE,FALSE,FALSE
/documentation/articles/scheduling-your-builds-manually,Developer Articles,/documentation/developer-articles/scheduling-your-builds-manually,TRUE,FALSE,FALSE,FALSE
/documentation/articles/scheduling-your-next-build-automatically,Developer Articles,/documentation/developer-articles/scheduling-your-next-build-automatically,TRUE,FALSE,FALSE,FALSE
/documentation/articles/select-your-ssg,Developer Articles,/documentation/developer-articles/select-your-ssg,TRUE,FALSE,FALSE,FALSE
/documentation/articles/set-a-default-editing-interface,Developer Articles,/documentation/developer-articles/set-a-default-editing-interface,TRUE,FALSE,FALSE,FALSE
/documentation/articles/set-the-path-for-new-files,Developer Articles,/documentation/developer-articles/set-the-path-for-new-files,TRUE,FALSE,FALSE,FALSE
/documentation/articles/snippets-using-docusaurus-components,Developer Articles,/documentation/developer-articles/snippets-using-docusaurus-components,TRUE,FALSE,FALSE,FALSE
/documentation/articles/snippets-using-eleventy-shortcodes,Developer Articles,/documentation/developer-articles/snippets-using-eleventy-shortcodes,TRUE,FALSE,FALSE,FALSE
/documentation/articles/snippets-using-hugo-shortcodes,Developer Articles,/documentation/developer-articles/snippets-using-hugo-shortcodes,TRUE,FALSE,FALSE,FALSE
/documentation/articles/snippets-using-mdx-components,Developer Articles,/documentation/developer-articles/snippets-using-mdx-components,TRUE,FALSE,FALSE,FALSE
/documentation/articles/snippets-using-python-markdown,Developer Articles,/documentation/developer-articles/snippets-using-python-markdown,TRUE,FALSE,FALSE,FALSE
/documentation/articles/split-your-configuration-file,Developer Articles,/documentation/developer-articles/split-your-configuration-file,TRUE,FALSE,FALSE,FALSE
/documentation/articles/structures-in-the-configuration-cascade,Developer Articles,/documentation/developer-articles/structures-in-the-configuration-cascade,TRUE,FALSE,FALSE,FALSE
/documentation/articles/transferring-sites-between-organizations,Developer Articles,/documentation/developer-articles/transferring-sites-between-organizations,TRUE,FALSE,FALSE,FALSE
/documentation/articles/turn-on-client-sharing-for-a-site,Developer Articles,/documentation/developer-articles/turn-on-client-sharing-for-a-site,TRUE,FALSE,FALSE,FALSE
/documentation/articles/unified-configuration-flags,Developer Articles,/documentation/developer-articles/unified-configuration-flags,TRUE,FALSE,FALSE,FALSE
/documentation/articles/update-the-fallback-redirect-for-your-custom-domain,Developer Articles,/documentation/developer-articles/update-the-fallback-redirect-for-your-custom-domain,TRUE,FALSE,FALSE,FALSE
/documentation/articles/update-the-output-url-for-a-webpage-preview,Developer Articles,/documentation/developer-articles/update-the-output-url-for-a-webpage-preview,TRUE,FALSE,FALSE,FALSE
/documentation/articles/using-arrays-to-make-a-gallery,Developer Articles,/documentation/developer-articles/using-arrays-to-make-a-gallery,TRUE,FALSE,FALSE,FALSE
/documentation/articles/using-live-editing-with-react,Developer Articles,/documentation/developer-articles/using-live-editing-with-react,TRUE,FALSE,FALSE,FALSE
/documentation/articles/using-live-editing-with-vanilla-js,Developer Articles,/documentation/developer-articles/using-live-editing-with-vanilla-js,TRUE,FALSE,FALSE,FALSE
/documentation/articles/using-the-configuration-cascade,Developer Articles,/documentation/developer-articles/using-the-configuration-cascade,TRUE,FALSE,FALSE,FALSE
/documentation/articles/visual-data-bindings-with-bookshop,Developer Articles,/documentation/developer-articles/visual-data-bindings-with-bookshop,TRUE,FALSE,FALSE,FALSE
/documentation/articles/visual-data-bindings-with-react,Developer Articles,/documentation/developer-articles/visual-data-bindings-with-react,TRUE,FALSE,FALSE,FALSE
/documentation/articles/visual-data-previews-with-bookshop,Developer Articles,/documentation/developer-articles/visual-data-previews-with-bookshop,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-are-custom-permission-groups,Developer Articles,/documentation/developer-articles/what-are-custom-permission-groups,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-are-flags,Developer Articles,/documentation/developer-articles/what-are-flags,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-are-rich-text-editors,Developer Articles,/documentation/developer-articles/what-are-rich-text-editors,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-are-visual-data-bindings,Developer Articles,/documentation/developer-articles/what-are-visual-data-bindings,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-are-visual-data-previews,Developer Articles,/documentation/developer-articles/what-are-visual-data-previews,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-custom-domain,Developer Articles,/documentation/developer-articles/what-is-a-custom-domain,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-pull-request-template/,Developer Articles,/documentation/developer-articles/what-is-a-pull-request-template/,FALSE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-schema,Developer Articles,/documentation/developer-articles/what-is-a-schema,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-site-build,Developer Articles,/documentation/developer-articles/what-is-a-site-build,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-structure,Developer Articles,/documentation/developer-articles/what-is-a-structure,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-an-ssl-certificate,Developer Articles,/documentation/developer-articles/what-is-an-ssl-certificate,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-authentication,Developer Articles,/documentation/developer-articles/what-is-authentication,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-configuration-mode,Developer Articles,/documentation/developer-articles/what-is-configuration-mode,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-dns,Developer Articles,/documentation/developer-articles/what-is-dns,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-headless-mode,Developer Articles,/documentation/developer-articles/what-is-headless-mode,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-routing,Developer Articles,/documentation/developer-articles/what-is-routing,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-site-mounting,Developer Articles,/documentation/developer-articles/what-is-site-mounting,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-sso-saml,Developer Articles,/documentation/developer-articles/what-is-sso-saml,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-the-cloudcannon-configuration-file,Developer Articles,/documentation/developer-articles/what-is-the-cloudcannon-configuration-file,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-visual-editing,Developer Articles,/documentation/developer-articles/what-is-visual-editing,TRUE,FALSE,FALSE,FALSE
/documentation/articles/why-split-your-configuration-file,Developer Articles,/documentation/developer-articles/why-split-your-configuration-file,TRUE,FALSE,FALSE,FALSE
/documentation/articles/collections-reference,Reference,/documentation/developer-reference/,FALSE,FALSE,FALSE,FALSE
/documentation/articles/configuration-file-reference,Reference,/documentation/developer-reference/,FALSE,FALSE,FALSE,FALSE
/documentation/articles/editable-regions-reference,Reference,/documentation/developer-reference/,FALSE,FALSE,FALSE,FALSE
/documentation/articles/inputs-reference,Reference,/documentation/developer-reference/,FALSE,FALSE,FALSE,FALSE
/documentation/articles/permissions-reference,Reference,/documentation/developer-reference/,FALSE,FALSE,FALSE,FALSE
/documentation/articles/rich-text-editor-reference,Reference,/documentation/developer-reference/,FALSE,FALSE,FALSE,FALSE
/documentation/articles/routing-reference,Reference,/documentation/developer-reference/,FALSE,FALSE,FALSE,FALSE
/documentation/articles/schemas-reference,Reference,/documentation/developer-reference/,FALSE,FALSE,FALSE,FALSE
/documentation/articles/snippets-reference,Reference,/documentation/developer-reference/,FALSE,FALSE,FALSE,FALSE
/documentation/articles/structures-reference,Reference,/documentation/developer-reference/,FALSE,FALSE,FALSE,FALSE
/documentation/articles/accessing-and-configuring-your-invoices,User Articles,/documentation/user-articles/accessing-and-configuring-your-invoices,TRUE,FALSE,FALSE,FALSE
/documentation/articles/add-a-file,User Articles,/documentation/user-articles/add-a-file,TRUE,FALSE,FALSE,FALSE
/documentation/articles/add-a-team-member-to-a-permission-group,User Articles,/documentation/user-articles/add-a-team-member-to-a-permission-group,TRUE,FALSE,FALSE,FALSE
/documentation/articles/add-a-team-member-to-your-organization,User Articles,/documentation/user-articles/add-a-team-member-to-your-organization,TRUE,FALSE,FALSE,FALSE
/documentation/articles/create-a-cloudcannon-account,User Articles,/documentation/user-articles/create-a-cloudcannon-account,TRUE,FALSE,FALSE,FALSE
/documentation/articles/customizing-cloudcannon-to-match-your-brand,User Articles,/documentation/user-articles/customizing-cloudcannon-to-match-your-brand,TRUE,FALSE,FALSE,FALSE
/documentation/articles/delete-a-file,User Articles,/documentation/user-articles/delete-a-file,TRUE,FALSE,FALSE,FALSE
/documentation/articles/edit-your-files,User Articles,/documentation/user-articles/edit-your-files,TRUE,FALSE,FALSE,FALSE
/documentation/articles/generate-new-recovery-codes,User Articles,/documentation/user-articles/generate-new-recovery-codes,TRUE,FALSE,FALSE,FALSE
/documentation/articles/how-cloudcannon-handles-failed-payments,User Articles,/documentation/user-articles/how-cloudcannon-handles-failed-payments,TRUE,FALSE,FALSE,FALSE
/documentation/articles/how-to-pay-for-cloudcannon,User Articles,/documentation/user-articles/how-to-pay-for-cloudcannon,TRUE,FALSE,FALSE,FALSE
/documentation/articles/introduction-to-editing,User Articles,/documentation/user-articles/introduction-to-editing,TRUE,FALSE,FALSE,FALSE
/documentation/articles/join-or-leave-an-organization,User Articles,/documentation/user-articles/join-or-leave-an-organization,TRUE,FALSE,FALSE,FALSE
/documentation/articles/manage-my-permissions,User Articles,/documentation/user-articles/manage-my-permissions,TRUE,FALSE,FALSE,FALSE
/documentation/articles/reading-form-submissions-in-your-inbox,User Articles,/documentation/user-articles/reading-form-submissions-in-your-inbox,,FALSE,FALSE,FALSE
/documentation/articles/recovering-access-to-your-organization,User Articles,/documentation/user-articles/recovering-access-to-your-organization,TRUE,FALSE,FALSE,FALSE
/documentation/articles/remove-a-team-member-from-a-permission-group,User Articles,/documentation/user-articles/remove-a-team-member-from-a-permission-group,TRUE,FALSE,FALSE,FALSE
/documentation/articles/remove-a-team-member-from-your-organization,User Articles,/documentation/user-articles/remove-a-team-member-from-your-organization,TRUE,FALSE,FALSE,FALSE
/documentation/articles/resolve-publishing-conflicts,User Articles,/documentation/user-articles/resolve-publishing-conflicts,TRUE,FALSE,FALSE,FALSE
/documentation/articles/resolving-ownership-over-a-custom-domain,User Articles,/documentation/user-articles/resolving-ownership-over-a-custom-domain,TRUE,FALSE,FALSE,FALSE
/documentation/articles/resume-syncing,User Articles,/documentation/user-articles/resume-syncing,TRUE,FALSE,FALSE,FALSE
/documentation/articles/save-your-changes,User Articles,/documentation/user-articles/save-your-changes,TRUE,FALSE,FALSE,FALSE
/documentation/articles/share-a-site-with-site-sharing,User Articles,/documentation/user-articles/share-a-site-with-site-sharing,TRUE,FALSE,FALSE,FALSE
/documentation/articles/social-inputs,User Articles,/documentation/user-articles/social-inputs,,FALSE,FALSE,FALSE
/documentation/articles/the-file-browser,User Articles,/documentation/user-articles/what-is-the-file-browser,TRUE,FALSE,FALSE,FALSE
/documentation/articles/update-from-a-publish-branch,User Articles,/documentation/user-articles/update-from-a-publish-branch,TRUE,FALSE,FALSE,FALSE
/documentation/articles/view-your-testing-domain,User Articles,/documentation/user-articles/view-your-testing-domain,TRUE,FALSE,FALSE,FALSE
/documentation/articles/viewing-your-form-submissions-in-cloudcannon,User Articles,/documentation/user-articles/viewing-your-form-submissions-in-cloudcannon,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-are-date-and-time-inputs,User Articles,/documentation/user-articles/what-are-date-and-time-inputs,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-are-default-permission-groups,User Articles,/documentation/user-articles/what-are-default-permission-groups,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-are-editable-regions,User Articles,/documentation/user-articles/what-are-editable-regions,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-are-inputs,User Articles,/documentation/user-articles/what-are-inputs,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-are-permission-groups,User Articles,/documentation/user-articles/what-are-permission-groups,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-are-publishing-conflicts,User Articles,/documentation/user-articles/what-are-publishing-conflicts,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-boolean-input,User Articles,/documentation/user-articles/what-is-a-boolean-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-code-input,User Articles,/documentation/user-articles/what-is-a-code-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-collection,User Articles,/documentation/user-articles/what-is-a-collection,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-color-input,User Articles,/documentation/user-articles/what-is-a-color-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-file-input,User Articles,/documentation/user-articles/what-is-a-file-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-number-input,User Articles,/documentation/user-articles/what-is-a-number-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-publish-branch,User Articles,/documentation/user-articles/what-is-a-publish-branch,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-rich-text-input,User Articles,/documentation/user-articles/what-is-a-rich-text-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-select-input,User Articles,/documentation/user-articles/what-is-a-select-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-snippet,User Articles,/documentation/user-articles/what-is-a-snippet,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-team-member,User Articles,/documentation/user-articles/what-is-a-team-member,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-testing-domain,User Articles,/documentation/user-articles/what-is-a-testing-domain,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-text-input,User Articles,/documentation/user-articles/what-is-a-text-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-url-input,User Articles,/documentation/user-articles/what-is-a-url-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-a-webpage-preview,User Articles,/documentation/user-articles/what-is-a-webpage-preview,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-an-array-input,User Articles,/documentation/user-articles/what-is-an-array-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-an-object-input,User Articles,/documentation/user-articles/what-is-an-object-input,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-an-organization,User Articles,/documentation/user-articles/what-is-an-organization,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-client-sharing,User Articles,/documentation/user-articles/what-is-client-sharing,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-multi-factor-authentication,User Articles,/documentation/user-articles/what-is-multi-factor-authentication,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-the-content-editor,User Articles,/documentation/user-articles/what-is-the-content-editor,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-the-data-editor,User Articles,/documentation/user-articles/what-is-the-data-editor,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-the-site-header,User Articles,/documentation/user-articles/what-is-the-site-header,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-the-site-navigation,User Articles,/documentation/user-articles/what-is-the-site-navigation,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-the-source-editor,User Articles,/documentation/user-articles/what-is-the-source-editor,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-the-visual-editor,User Articles,/documentation/user-articles/what-is-the-visual-editor,TRUE,FALSE,FALSE,FALSE
/documentation/articles/what-is-web-hosting,User Articles,/documentation/user-articles/what-is-web-hosting,TRUE,FALSE,FALSE,FALSE
/documentation/articles/why-is-syncing-paused,User Articles,/documentation/user-articles/why-is-syncing-paused,TRUE,FALSE,FALSE,FALSE